output/vachtuongcu.mp3_14336_20480.wav|Thúy Nga
output/vachtuongcu.mp3_20736_25600.wav|Hạnh giới thiệu cùng bạn đọc truyện ngắn vách tường cũ
output/vachtuongcu.mp3_26112_27648.wav|Của nhà văn Nguyễn Ngọc Ngạn
output/vachtuongcu.mp3_27904_29184.wav|Qua hai giọng
output/vachtuongcu.mp3_29952_36096.wav|Mai Phương và chính tác giả
output/vachtuongcu.mp3_51968_55552.wav|Chiến thứ nhất hàng mang về được hơn 3 nghìn đồng
output/vachtuongcu.mp3_56064_58880.wav|Đấy là chưa kể cái máy hát đĩa hiệu Sony
output/vachtuongcu.mp3_59136_60672.wav|Hai chiếc bình thủy Trung Quốc
output/vachtuongcu.mp3_61184_63744.wav|Và vài món quà đặc sản của miền Nam
output/vachtuongcu.mp3_65024_66048.wav|Đình mừng lắm
output/vachtuongcu.mp3_66560_70400.wav|Không uổng công anh hơn 10 ngày nằm nhà giữ con cho vợ
output/vachtuongcu.mp3_70656_73728.wav|Lên đường theo tàu hỏa vào Sài Gòn Buôn Lậu
output/vachtuongcu.mp3_74496_76288.wav|Đối với thời giá lúc mấy giờ
output/vachtuongcu.mp3_76800_78336.wav|Giữa năm 78
output/vachtuongcu.mp3_78848_80896.wav|Bán nhịp đồng Kể cũng khá to
output/vachtuongcu.mp3_81152_83968.wav|Nhất là với những gia đình ít vốn như định vào
output/vachtuongcu.mp3_84992_87040.wav|Đỉnh mỗi ngày một lạng vàng
output/vachtuongcu.mp3_87808_91392.wav|Còn lại vài trăm biếu xén công an và Chính quyền địa phương
output/vachtuongcu.mp3_91648_93696.wav|Mua trộm trước anh Nghĩa vậy sao
output/vachtuongcu.mp3_95488_100608.wav|Lần đầu tiên có nguyên một cây vàng trong tai đỉnh lay hoay mãi không biết giấu vào đâu
output/vachtuongcu.mp3_101120_102656.wav|Anh nó lên mái nhà
output/vachtuongcu.mp3_102912_104192.wav|Quan sát các uống chè
output/vachtuongcu.mp3_104448_105984.wav|Duy mẻ kèo cột
output/vachtuongcu.mp3_106752_109824.wav|Xem nơi nào có thể nhắc an toàn lượng vàng của anh
output/vachtuongcu.mp3_110848_113920.wav|Những hình như chỗ nào định cũng thấy trừ chắc chắn lắm
output/vachtuongcu.mp3_114688_116224.wav|Anh đem bỏ vào cái gối đầu
output/vachtuongcu.mp3_116992_118016.wav|Khối của đỉnh
output/vachtuongcu.mp3_118272_121088.wav|Vốn chỉ là cái hộp giống hình chữ nhật bọc mấy
output/vachtuongcu.mp3_121600_123904.wav|Kích thước lớn hơn viên gạch thẻ một chút
output/vachtuongcu.mp3_124672_126464.wav|Truyền từ đời ông nội để lại
output/vachtuongcu.mp3_126720_127488.wav|Đứt mắt
output/vachtuongcu.mp3_127744_132096.wav|Một vài sợi được đỉnh thay thế bằng những mẫu lan chê rất vụng về
output/vachtuongcu.mp3_133376_136192.wav|Lạng vàng khối động giường thì chắc ăn quá rồi
output/vachtuongcu.mp3_136704_138752.wav|Có việc gì thì chỉ việc may ra
output/vachtuongcu.mp3_139008_140800.wav|Phật pháp nguyên cái gối mà chạy
output/vachtuongcu.mp3_141824_142848.wav|Anh nghĩ như thế
output/vachtuongcu.mp3_143360_145664.wav|Tại nó ngủ một đêm thật hạnh phúc
output/vachtuongcu.mp3_146944_149760.wav|Những điểm vàng cũng chỉ nằm ở đó được có một bên
output/vachtuongcu.mp3_150528_151552.wav|Sáng hôm sau
output/vachtuongcu.mp3_151808_153088.wav|Lúc đắp chăn mỏng
output/vachtuongcu.mp3_153600_155392.wav|Đỉnh 500.000 cái gối
output/vachtuongcu.mp3_155648_157184.wav|Bất chợt nhận ra rằng
output/vachtuongcu.mp3_157440_158976.wav|Để như thế hàng năm
output/vachtuongcu.mp3_160256_163840.wav|Đánh răng cái gối mây vẫn nằm ở đó đã hơn chục năm
output/vachtuongcu.mp3_164352_165888.wav|Chẳng ai thèm để ý
output/vachtuongcu.mp3_166656_172800.wav|Những rủi trời xui đất khiến có đứa trẻ con hàng xóm nào tái máy khuấy đi mất thôi
output/vachtuongcu.mp3_173056_173568.wav|Thế nào
output/vachtuongcu.mp3_174080_175360.wav|Anh ngẫm nghĩ một lúc
output/vachtuongcu.mp3_175616_177152.wav|Rồi Mỗi cây vàng da
output/vachtuongcu.mp3_177664_180992.wav|Đào một cái lỗ nhỏ sát chân giường chôn sống
output/vachtuongcu.mp3_181504_183552.wav|Anh rất củ bảo hành
output/vachtuongcu.mp3_184320_185600.wav|Nói xàm
output/vachtuongcu.mp3_185856_187648.wav|Nhớ có trái nhà cũng chả sao
output/vachtuongcu.mp3_188928_193280.wav|Thằng lắc đầu cười
output/vachtuongcu.mp3_193536_195840.wav|Mình mới có trí tạo đắt có cả lên
output/vachtuongcu.mp3_196608_198144.wav|Đừng cười theo
output/vachtuongcu.mp3_198912_199424.wav|Truyện
output/vachtuongcu.mp3_199680_201984.wav|Để cho có nhiều mất chỗ này còn chỗ khác
output/vachtuongcu.mp3_202240_204032.wav|Mình chỉ có mỗi một tí
output/vachtuongcu.mp3_204288_205312.wav|Trần mới phải cẩn
output/vachtuongcu.mp3_207104_210432.wav|Tăng cảm động nhìn Chồng lăng xăng với lượng vàng
output/vachtuongcu.mp3_210688_212736.wav|Và nàng định tâm Mỗi chuyến đi
output/vachtuongcu.mp3_213248_215552.wav|Sự cố gắng mang về ít nhất một lạng
output/vachtuongcu.mp3_215808_218112.wav|Để tạo niềm vui liên tục cho đỉnh
output/vachtuongcu.mp3_220160_221440.wav|Lại còn cái máy hát
output/vachtuongcu.mp3_221696_223744.wav|Muốn làm điện tốn thì giờ không ít
output/vachtuongcu.mp3_224768_226560.wav|Anh nheo mắt nghiêng đầu
output/vachtuongcu.mp3_226816_228352.wav|Nhắm tới nấm lùn mãi
output/vachtuongcu.mp3_228608_231936.wav|Mà không biết nên đặt nó ở đâu cho tăng thêm vẻ sang trọng
output/vachtuongcu.mp3_232192_233472.wav|Của căn nhà 15
output/vachtuongcu.mp3_233728_235008.wav|Cha mẹ anh để lại
output/vachtuongcu.mp3_236288_237056.wav|Cuối cùng
output/vachtuongcu.mp3_237568_239104.wav|Anh quyết định đi mua gỗ
output/vachtuongcu.mp3_239360_240896.wav|Đóng hàng của cái kệ mới
output/vachtuongcu.mp3_241152_242432.wav|Và khi sát bảo vệ
output/vachtuongcu.mp3_243200_248320.wav|Ngay phía dưới bàn thờ tổ tiên có mấy tấm hình chụp trắng đen đảo giấu vàng
output/vachtuongcu.mp3_250112_251648.wav|Máy máy cầm tay 6 cục pin
output/vachtuongcu.mp3_252160_256256.wav|Mà đỉnh cũng chỉ nghe được có khoảng 2 tuần thì pin bắt đầu cảm
output/vachtuongcu.mp3_256768_258047.wav|Tiếng hát chèo
output/vachtuongcu.mp3_258303_260863.wav|Chậm dần và Lạc hẳn Giọng đi
output/vachtuongcu.mp3_262143_263935.wav|Hàng xóm kéo đến khá đông
output/vachtuongcu.mp3_264191_265727.wav|Chỉ trỏ khen lời
output/vachtuongcu.mp3_265983_269055.wav|Mặc dầu hằng chỉ có mỗi một cái đĩa nhựa màu vàng
output/vachtuongcu.mp3_269311_270079.wav|Trong đó
output/vachtuongcu.mp3_270335_272639.wav|Chủ yếu là bài Căn Nhà Màu Tím
output/vachtuongcu.mp3_272895_275711.wav|Dầu Giang Tử và dán thùng biểu diễn
output/vachtuongcu.mp3_277503_279551.wav|Giá công an đổi Mượn mang về đồn
output/vachtuongcu.mp3_280063_281343.wav|Đỉnh đầu xót lắm
output/vachtuongcu.mp3_281599_282879.wav|Nhưng không từ chối được
output/vachtuongcu.mp3_283391_285439.wav|Lúc đêm chả thịt pin đã hết hạn
output/vachtuongcu.mp3_286975_288255.wav|Đỉnh buốt nhói trong lòng
output/vachtuongcu.mp3_289279_291071.wav|Nhưng nhân cơ hội này nhờ cả
output/vachtuongcu.mp3_291327_292607.wav|Nếu có dịp lên tỉnh
output/vachtuongcu.mp3_293119_295167.wav|Mua hổ 6 cục PIN Văn Điển
output/vachtuongcu.mp3_295679_297471.wav|Quy định chỉ làm thường dân
output/vachtuongcu.mp3_297727_298751.wav|Không có tiêu chuẩn
output/vachtuongcu.mp3_299007_300799.wav|Mua loại hàng xa xỉ này
output/vachtuongcu.mp3_303103_305663.wav|Hai cái phích nước cũng làm định bận rộn không kém
output/vachtuongcu.mp3_306431_309247.wav|Niềm mơ ước cả chục năm Bây giờ mới thành sự thật
output/vachtuongcu.mp3_309759_313343.wav|Anh bán ngay một cái chồng chú họ với giá hời
output/vachtuongcu.mp3_314367_315647.wav|Giữ cho mình một cái
output/vachtuongcu.mp3_315903_317695.wav|Nâng niu đi dùng hàng ngày
output/vachtuongcu.mp3_318719_320767.wav|Sáng nào anh cũng dậy thật sớm
output/vachtuongcu.mp3_321023_322559.wav|Lục đục xuống bếp đun
output/vachtuongcu.mp3_323583_325119.wav|Vì có sẵn nước sôi
output/vachtuongcu.mp3_325631_328191.wav|Tự dưng Đỉnh Sinh ra cái thuốc uống trà
output/vachtuongcu.mp3_328703_329983.wav|Và đòi phải uống nóng
output/vachtuongcu.mp3_330495_332031.wav|Vừa nhất vừa thổi
output/vachtuongcu.mp3_333055_334847.wav|Thằng cười bảo chồng
output/vachtuongcu.mp3_335103_336383.wav|Võ thuật
output/vachtuongcu.mp3_338431_339967.wav|Phú quý sinh lễ nghĩa
output/vachtuongcu.mp3_340479_341503.wav|Vừa vừa chứ
output/vachtuongcu.mp3_341759_344319.wav|Mới hai mươi mấy tuổi đầu mà đã đòi nhận cha Tàu
output/vachtuongcu.mp3_345855_349183.wav|Thằng thương chờ lúc đỉnh Ngồi nhâm nhi tách trà
output/vachtuongcu.mp3_349439_350719.wav|Biết còn đến Bình cả
output/vachtuongcu.mp3_350975_354815.wav|Kể cho anh nghe những mẩu chuyện rất là ở thành phố Hồ Chí Minh
output/vachtuongcu.mp3_355071_356863.wav|Để tô Điểm thêm niềm hạnh phúc
output/vachtuongcu.mp3_357375_360959.wav|Mà nàng đang nhìn thấy rất rõ trong đôi mắt của đỉnh
output/vachtuongcu.mp3_363519_365055.wav|Chiến thứ hai của Hằng
output/vachtuongcu.mp3_365567_367615.wav|Hàng hóa mang đi không lời nhiều lắm
output/vachtuongcu.mp3_368127_370175.wav|Nhưng những thứ Quân về miền Bắc
output/vachtuongcu.mp3_370431_371711.wav|Thì lại rất đắt giá
output/vachtuongcu.mp3_372479_374783.wav|Đỉnh thêm được một chuỗi ngày sung sướng
output/vachtuongcu.mp3_375039_376063.wav|Vừa uống trà
output/vachtuongcu.mp3_376319_378111.wav|Vừa nghe Giang Tử hát
output/vachtuongcu.mp3_380671_381439.wav|Nửa tháng sau
output/vachtuongcu.mp3_381695_383487.wav|Thằng lên đường lần thứ 3
output/vachtuongcu.mp3_383743_385279.wav|Mang theo nhiều vốn hơn
output/vachtuongcu.mp3_385535_386559.wav|Và lần này
output/vachtuongcu.mp3_386815_388607.wav|Làng vắng nhà Đến Gần một tháng
output/vachtuongcu.mp3_388863_391935.wav|Mới trở về với bộ mặt hết sức thảm não
output/vachtuongcu.mp3_393215_395263.wav|Nhìn vợ thất thểu bước vào cổng
output/vachtuongcu.mp3_395775_397311.wav|Đỉnh lao ra khỏi nhanh
output/vachtuongcu.mp3_398335_399871.wav|Mất hết rồi sao mà
output/vachtuongcu.mp3_401663_403455.wav|Thằng ngủ rồi gật đầu
output/vachtuongcu.mp3_403711_404991.wav|Không chở định Giết cầu
output/vachtuongcu.mp3_405759_407551.wav|Nàng đỡ đứa con trên tay đình
output/vachtuongcu.mp3_407807_410111.wav|Tạm quên nỗi buồn để 5 con
output/vachtuongcu.mp3_411391_412671.wav|Khổ thân con tôi
output/vachtuongcu.mp3_412927_414207.wav|Nhớ mẹ lắm phải không
output/vachtuongcu.mp3_414719_416255.wav|Ở nhà Bố có đánh con không
output/vachtuongcu.mp3_416767_418559.wav|Bố có mua bánh cho con không
output/vachtuongcu.mp3_418815_423679.wav|Rồi nàng lần tay vào túi áo lấy món đồ chơi nhỏ bằng flash
output/vachtuongcu.mp3_424191_426495.wav|Giờ già trước mặt thằng bé và nói
output/vachtuongcu.mp3_427263_428031.wav|Của con đi
output/vachtuongcu.mp3_429311_430335.wav|Đỉnh thi toán
output/vachtuongcu.mp3_430591_432383.wav|Lảo đảo bước bên cạnh vợ
output/vachtuongcu.mp3_432895_436735.wav|Hai người ngồi xuống trước bậc thềm không nói với nhau lời nào
output/vachtuongcu.mp3_437759_438527.wav|Một lúc sau
output/vachtuongcu.mp3_439039_443391.wav|Bình tâm lý lại đỉnh thở mạnh lên tiếng Hà Nội
output/vachtuongcu.mp3_443903_449023.wav|Thôi mình cũng đừng có buồn và sinh ra ốm đau khổ
output/vachtuongcu.mp3_449535_451839.wav|Bán buôn Một Vốn Bốn Lời thật đấy
output/vachtuongcu.mp3_452095_454911.wav|Nhưng mà không may thì tay trắng cũng là chuyện thường
output/vachtuongcu.mp3_455935_458239.wav|Chỉ có điều là bọn này mình đi lâu quá
output/vachtuongcu.mp3_458495_460543.wav|Anh với còn đợi suốt cả ruột
output/vachtuongcu.mp3_462335_464383.wav|Thằng rưng rưng nói nhỏ
output/vachtuongcu.mp3_465151_467711.wav|Nó nhốt em đến hơn 2 tuần lễ
output/vachtuongcu.mp3_468479_469759.wav|Khổ thì anh chịu được
output/vachtuongcu.mp3_470783_471551.wav|Nhưng mà
output/vachtuongcu.mp3_471807_472831.wav|Nhớ anh
output/vachtuongcu.mp3_473343_474367.wav|Nhớ còn quá
output/vachtuongcu.mp3_475391_477439.wav|Chẳng ăn chẳng ngủ gì
output/vachtuongcu.mp3_477695_478975.wav|Chị khóc thôi
output/vachtuongcu.mp3_481279_482559.wav|Đỉnh quay sang nhìn vợ
output/vachtuongcu.mp3_483071_483583.wav|Bấm
output/vachtuongcu.mp3_484095_486143.wav|Anh không còn máy bay tiếp của nữa
output/vachtuongcu.mp3_486655_489727.wav|Magic còn lại trong anh nỗi xót xa sâu thẳm
output/vachtuongcu.mp3_489983_491775.wav|Nghĩ đến những ngày vợ ở tù
output/vachtuongcu.mp3_492799_494847.wav|Anh Quảng cánh tay qua vai hẳn
output/vachtuongcu.mp3_495103_496895.wav|Kéo vì người làm về thế anh
output/vachtuongcu.mp3_497151_498431.wav|Và chép miệng
output/vachtuongcu.mp3_499711_500735.wav|Khổ thân
output/vachtuongcu.mp3_502783_503807.wav|Hằng túi mật
output/vachtuongcu.mp3_504319_506367.wav|Cố ý tránh cái nhìn của chồng
output/vachtuongcu.mp3_507135_509695.wav|Là bởi vì thật sự nàng không hề bị bắt
output/vachtuongcu.mp3_510463_514815.wav|Muốn lưu của nàng vẫn còn nguyên gửi cả ở thành phố Hồ Chí Minh
output/vachtuongcu.mp3_515071_515839.wav|Trồng cây phong
output/vachtuongcu.mp3_516351_520191.wav|Người tình mới mà làm vừa gặp trong chuyến đi buôn vừa qua
output/vachtuongcu.mp3_521727_522751.wav|Bây giờ ngồi đây
output/vachtuongcu.mp3_523007_528127.wav|Minh Cảnh đứa con trai khóc hình bệnh nhất là bên cạnh sự ân cần của người chồng trên làng
output/vachtuongcu.mp3_528639_531199.wav|Hằng chợt thấy trong lòng bỗng lên
output/vachtuongcu.mp3_531455_532735.wav|Niềm hối hận vô cùng
output/vachtuongcu.mp3_533503_534783.wav|Và nàng định bụng sẽ thôi
output/vachtuongcu.mp3_535295_536831.wav|Từ nay không đi đâu nữa
output/vachtuongcu.mp3_537087_540671.wav|An phận trở về cuộc sống bình lặng của Mái Ấm Gia Đình
output/vachtuongcu.mp3_542207_544767.wav|Những trang chiếu vụng trộm mấy tuần vợ qua
output/vachtuongcu.mp3_545279_547327.wav|Rồi sẽ đổi dần vào dĩ vãng
output/vachtuongcu.mp3_547583_549119.wav|Như một lầm lỡ đáng tiếc
output/vachtuongcu.mp3_549375_550655.wav|Mà chỉ mình làm beat
output/vachtuongcu.mp3_552191_555263.wav|Remote tính cũng như mọi người xung quanh
output/vachtuongcu.mp3_555519_556287.wav|Trước sau
output/vachtuongcu.mp3_556543_558335.wav|Hàng vẫn là người vợ đảm đang
output/vachtuongcu.mp3_558591_559359.wav|Bảo mẫu
output/vachtuongcu.mp3_561407_566783.wav|Thằng nhỏ ngồi trên đổi hẳn mân mê món đồ chơi rồi lúc Niệu Bảo hành
output/vachtuongcu.mp3_568575_571391.wav|Mẹ đừng đi nữa mẹ ở nhà với con mẹ nhé
output/vachtuongcu.mp3_572927_575487.wav|Hàng xóm đầu con
output/vachtuongcu.mp3_575743_576255.wav|Thôi
output/vachtuongcu.mp3_576767_578303.wav|Mẹ không đi đâu nữa
output/vachtuongcu.mp3_578559_579839.wav|Mẹ ở nhà với con
output/vachtuongcu.mp3_581887_582911.wav|Đỉnh chen vào
output/vachtuongcu.mp3_584191_585215.wav|Open mới đi
